x_0,y_0,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4,x_5,y_5,x_6,y_6,x_7,y_7,x_8,y_8,x_9,y_9,x_10,y_10,x_11,y_11,x_12,y_12,x_13,y_13,x_14,y_14,x_15,y_15,x_16,y_16,x_17,y_17,x_18,y_18,x_19,y_19,x_20,y_20,gesture
0.22076371312141418,0.558455228805542,0.2636224031448364,0.5216363668441772,0.29676347970962524,0.4704861640930176,0.32311075925827026,0.4301128089427948,0.3466704487800598,0.4038500189781189,0.25847724080085754,0.3859824538230896,0.2731621563434601,0.318435400724411,0.27926307916641235,0.27659666538238525,0.2830642759799957,0.24042034149169922,0.22852277755737305,0.37900903820991516,0.23568402230739594,0.30503711104393005,0.23818247020244598,0.2587652802467346,0.23918265104293823,0.2213074266910553,0.20017871260643005,0.3882152736186981,0.19675081968307495,0.3184826970100403,0.19480209052562714,0.27530407905578613,0.1949339359998703,0.23974977433681488,0.174128457903862,0.4121739864349365,0.15231217443943024,0.3715227246284485,0.13832533359527588,0.34273168444633484,0.12826496362686157,0.31548944115638733,OPEN_PALM
0.29757049679756165,0.5718308687210083,0.3405511677265167,0.5375569462776184,0.37313517928123474,0.48941877484321594,0.39750751852989197,0.4517465829849243,0.42456430196762085,0.42853599786758423,0.3418952226638794,0.4095224142074585,0.3560749888420105,0.3397040367126465,0.3605058789253235,0.2979315519332886,0.3633330166339874,0.26084622740745544,0.30887606739997864,0.40011733770370483,0.31434786319732666,0.3234390318393707,0.3170844316482544,0.27608364820480347,0.31844305992126465,0.23668505251407623,0.27663692831993103,0.4086535573005676,0.27116796374320984,0.33489930629730225,0.2670574486255646,0.2894153892993927,0.264782577753067,0.25126585364341736,0.24729816615581512,0.4317443370819092,0.22536738216876984,0.3842618763446808,0.21035251021385193,0.35376667976379395,0.19851550459861755,0.3256058096885681,OPEN_PALM
0.40826836228370667,0.5987985730171204,0.44792550802230835,0.5817769765853882,0.48054319620132446,0.5442861318588257,0.5051067471504211,0.5101501941680908,0.5264695882797241,0.4859235882759094,0.4573075771331787,0.45287367701530457,0.47316253185272217,0.386224627494812,0.48155084252357483,0.3435727655887604,0.48695069551467896,0.3071502447128296,0.4271603524684906,0.4423401355743408,0.4347182512283325,0.37115153670310974,0.4408740997314453,0.3245076537132263,0.44615721702575684,0.28691184520721436,0.39728593826293945,0.44944366812705994,0.39641979336738586,0.38266241550445557,0.3987290859222412,0.3376684784889221,0.40260615944862366,0.30170321464538574,0.36856067180633545,0.4713294208049774,0.3461807370185852,0.4257831573486328,0.3331916928291321,0.39313656091690063,0.3245309889316559,0.36398106813430786,OPEN_PALM
0.41960543394088745,0.6611930727958679,0.46533867716789246,0.650183916091919,0.5013700723648071,0.6151920557022095,0.5300189256668091,0.5802031755447388,0.5548551678657532,0.5494232177734375,0.476234495639801,0.5275934934616089,0.4950312674045563,0.462187260389328,0.5066950917243958,0.4191312789916992,0.5147053003311157,0.3826167583465576,0.4471968710422516,0.5170653462409973,0.4594699740409851,0.44620561599731445,0.4691799283027649,0.39754539728164673,0.47656387090682983,0.3562496304512024,0.4181603491306305,0.524395763874054,0.4205855131149292,0.4561172425746918,0.42375069856643677,0.40802860260009766,0.42787057161331177,0.36832934617996216,0.39162111282348633,0.5460678935050964,0.37302058935165405,0.5006445050239563,0.36142510175704956,0.4666935205459595,0.3530883491039276,0.4361865520477295,OPEN_PALM
0.3984442353248596,0.7060352563858032,0.4440564215183258,0.6970514059066772,0.4758164584636688,0.6733134388923645,0.5025327205657959,0.6433678269386292,0.5278303623199463,0.6127228736877441,0.44960933923721313,0.5942345857620239,0.4671024680137634,0.523439347743988,0.47648176550865173,0.4853512942790985,0.4837411046028137,0.449697881937027,0.4194173514842987,0.5872502326965332,0.43301117420196533,0.5168178677558899,0.44063133001327515,0.47366127371788025,0.44691306352615356,0.4365878701210022,0.38709765672683716,0.598727822303772,0.38974878191947937,0.5369652509689331,0.39181065559387207,0.4919131398200989,0.39525628089904785,0.4536626935005188,0.3572213351726532,0.6232495903968811,0.3364047110080719,0.5858678817749023,0.32260632514953613,0.5590336918830872,0.3124370872974396,0.5325864553451538,OPEN_PALM
0.3303402066230774,0.7564687728881836,0.3776899576187134,0.7300854325294495,0.41342902183532715,0.685871422290802,0.4401435852050781,0.6443477272987366,0.46366769075393677,0.6128405928611755,0.37614569067955017,0.6089159250259399,0.38874533772468567,0.5360020995140076,0.39636555314064026,0.49261969327926636,0.40201765298843384,0.4531610608100891,0.3472978472709656,0.6033462285995483,0.3510434627532959,0.5248246192932129,0.35305333137512207,0.4797915816307068,0.353549599647522,0.4408920109272003,0.3205288052558899,0.6147463321685791,0.31180623173713684,0.5457088351249695,0.30495506525039673,0.5022836923599243,0.3006255626678467,0.4660439193248749,0.29689255356788635,0.6412906646728516,0.2802364230155945,0.6010119318962097,0.2673743963241577,0.5835435390472412,0.2589947581291199,0.5675185918807983,OPEN_PALM
0.200576514005661,0.5492923259735107,0.24736131727695465,0.5152063369750977,0.2865278720855713,0.465651273727417,0.3196929395198822,0.42719945311546326,0.34843140840530396,0.4041109085083008,0.24787984788417816,0.3673948645591736,0.2675962746143341,0.29242151975631714,0.2769201695919037,0.24515917897224426,0.2831993103027344,0.20403586328029633,0.21484126150608063,0.3577560484409332,0.224166139960289,0.27457112073898315,0.227877676486969,0.22147776186466217,0.22940073907375336,0.17818398773670197,0.18275603652000427,0.36610788106918335,0.18125271797180176,0.28644755482673645,0.17973041534423828,0.23662881553173065,0.17975649237632751,0.19564011693000793,0.15212640166282654,0.3905545771121979,0.13075503706932068,0.3407224118709564,0.11645031720399857,0.3056509792804718,0.10585494339466095,0.2727798521518707,OPEN_PALM
0.15439485013484955,0.5452234148979187,0.19877053797245026,0.5087469816207886,0.23379090428352356,0.45951053500175476,0.2636301815509796,0.4202122688293457,0.2904401123523712,0.3952923119068146,0.18943701684474945,0.3636351525783539,0.2094913125038147,0.28699541091918945,0.21887585520744324,0.2390201836824417,0.2249196171760559,0.19803765416145325,0.15745918452739716,0.3556137681007385,0.16617310047149658,0.26983436942100525,0.16855117678642273,0.2159709483385086,0.16847679018974304,0.17352810502052307,0.127089262008667,0.36472412943840027,0.12460677325725555,0.28381219506263733,0.12178975343704224,0.23418322205543518,0.11956988275051117,0.19457371532917023,0.09833841770887375,0.38912516832351685,0.07894176989793777,0.3381642699241638,0.0646863803267479,0.3040193021297455,0.05274127423763275,0.273357093334198,OPEN_PALM
0.34658125042915344,0.6835137605667114,0.3969866931438446,0.6552643775939941,0.4364158809185028,0.607140064239502,0.47084927558898926,0.5690617561340332,0.5033391118049622,0.544636607170105,0.4066067934036255,0.5182180404663086,0.4233211278915405,0.4416842758655548,0.43340080976486206,0.393812358379364,0.4420035779476166,0.3521137833595276,0.3743106424808502,0.5085727572441101,0.38199469447135925,0.42759352922439575,0.3888956904411316,0.37596291303634644,0.39411649107933044,0.3319285213947296,0.3421688675880432,0.5172104835510254,0.34017863869667053,0.4398062527179718,0.3402858376502991,0.38987523317337036,0.3422493636608124,0.34670037031173706,0.3122468590736389,0.5415415167808533,0.2878221571445465,0.4903889000415802,0.27362173795700073,0.4539265036582947,0.26402878761291504,0.41914302110671997,OPEN_PALM
0.5186200737953186,0.6067704558372498,0.5681870579719543,0.5761436223983765,0.6051947474479675,0.5345616340637207,0.6353465914726257,0.5045173764228821,0.6668707132339478,0.4818316400051117,0.5887150764465332,0.4389159381389618,0.6031442284584045,0.3675094246864319,0.612902045249939,0.32474958896636963,0.6223757266998291,0.28786155581474304,0.5601055026054382,0.43267136812210083,0.5717323422431946,0.3553217947483063,0.5808526277542114,0.3069188594818115,0.5895900130271912,0.2643495798110962,0.5283269882202148,0.443800151348114,0.5322077870368958,0.36814796924591064,0.535105288028717,0.31982511281967163,0.5412963628768921,0.27646833658218384,0.49391257762908936,0.4699515700340271,0.4769411087036133,0.41771307587623596,0.4698353409767151,0.3799731433391571,0.4678719937801361,0.3429776132106781,OPEN_PALM
